Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,7439557975569665288,2024-11-21T10:44:36,173,PH,85200,212,507,44800000,"The idea of going back to college in my 40s felt daunting, terrifying even. But knowing my family believes in me gives me the strength to face every challenge head-on. This journey has taught me that courage isn’t about being completely fearless—it’s about moving forward despite the fear, trusting that your purpose is greater than any obstacle in your path, and above all, remembering you are never truly alone. #GoForwardTogether@Globe Telecom ",True,Unnamed: 32,bogarttheexplorer,Bogart The Explorer,643800,105,9600000,434,255,False,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485068051054988566,2025-03-24T02:06:56,31,ES,49,2,1,1579,"Trufas Proteicas de Choco y avellanas🫠🍫 ¡Son unas delicias saludables!  🌰Ingredientes:  •Dátiles deshuesados (90 g de dátiles sin hueso) •50 g de avellanas sin piel •6 g de cacao puro en polvo desgrasado •25g de whey protein isolate  •80 g de chocolate negro sin azúcar añadido •25 g de avellanas picadas •20g pistachos picados 🧊 Refrigeramos las trufas durante 15 minutos 🤤 ¡Y a disfrutar! Guarda y comparte la recta🤗 Os recomiendo la WHEY PROTEIN ISOLATE de @ndlprohealth X @rafanadal y Cantabria Labs. Es una proteína de alta calidad perfecta para tener una rápida y eficaz recovery muscular. Ya llevo meses utilizando y sin duda es mi favorita!  Al ser una prote aislada contiene muy pocas grasas e hidratos de carbono. Esta ingesta de proteína de altísima calidad es fácil de tomar en cualquier momento del día, para cualquier receta y de fácil digestión. Código descuento: NDLCESC #NDLProHealth #saludable #recetasaludable #trufas #snacksaludable #desayunosaludable #receta  #saludable  #recetasfaciles #helathy #fit #choco",False,,cescescola,Cesc Escolà Garcia,58800,507,1300000,414,1383,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486186227939462422,2025-03-27T02:26:04,72,ES,35,2,0,762,"Entrenar y fortalecer El Seuélo Pélvico es importantísimo para tener una buena calidad de vida, y no sólo para las mujeres, también para los grandes olvidados; los hombres.  Los músculos del SP son clave para la fuerza del core, el control de la vejiga, la resistencia y evitar una disfunción sexual.  LELO F2S™ es un juguete de entrenamiento de resistencia masculino que mejorá la salud prostática, la resistencia sexual, las erecciones y potenciará la intensidad del orgasmo. ¡Os animo a probarlo! @lelo_esoficial ✔️ Aumenta la resistencia sexual y el control ✔️ Mejora las erecciones y la circulación sanguínea ✔️ Potencia la intensidad del orgasmo y la salud prostática ✔️ Reduce la ansiedad de rendimiento y aumenta la confianza ✔️ Diseño elegante y ergonómico #LELO #F2S #SuperaTusLímites #suelpelvico #core #glúteos #abs #salud #workout ",False,,cescescola,Cesc Escolà Garcia,58800,507,1300000,414,1383,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7391543785403993376,2024-07-15T01:25:04,123,ES,103600,7322,2884,737500,🙏🏻❤️‍🩹  #kiwiluchadora #teckel #puppy #cescescola #superacion ,False,,cescescola,Cesc Escolà Garcia,58800,507,1300000,414,1383,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486564742815829270,2025-03-28T02:54:51,90,DE,8011,199,78,96100,Ein kälter Slushi direkt nach dem Fussball Training? Die perfekte Abkühlung oder? #papa #kinder #alleinerziehend #ninjaslushi ,False,Fritz Limo Slushi,agameofstones,Randy Morales,522500,205,37600000,4497,47700,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486230169733074198,2025-03-27T05:16:33,93,DE,14600,166,121,129800,"Wenn ich Wandertag haben würde, mein Rucksack wäre voll mit essen😂 #papa #kinder #alleinerziehend #lunchbox ",False,Lunchbox Time,agameofstones,Randy Morales,522500,205,37600000,4497,47700,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486598604853988630,2025-03-28T05:06:15,88,DE,9914,125,78,85700,Es darf ruhig auch mal was süßes in die Lunchbox finde ich🫶👀 #papa #kinder #alleinerziehend #lunchbox ,False,Lunchbox Time,agameofstones,Randy Morales,522500,205,37600000,4497,47700,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486581390415465751,2025-03-28T03:59:28,90,DE,6523,147,61,53700,Ich glaube ich wäre von der Buchmesse mit einem Handkarren voll neuer Bücher zurück gekommen😂🫶 #papa #kinder #alleinerziehend ,False,Ein Besuch auf der Buchmesse,agameofstones,Randy Morales,522500,205,37600000,4497,47700,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486212623818673430,2025-03-27T04:08:28,90,DE,25600,780,217,234200,"Ein Wandertag zur Leipziger Buchmesse, das finde ich mega cool! Ich hoffe meinem Jungen gefällt es und er kommt mit vielen Buchideen zurück🫶 #papa #kinder #alleinerziehend #schule ",False,Wandertag zur Buchmesse,agameofstones,Randy Morales,522500,205,37600000,4497,47700,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486560911411645698,2025-03-28T02:40:00,12,GB,38,1,5,460,"Miłość to wsparcie, nie perfekcja.",False,"Vecteezy.com;KOCHA CZY
TYLKO TOLERUJE?",sewchoinkowski,SEW CHOINKOWSKI | LIFE COACH,213300,1833,3000000,1041,19300,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486191944134184214,2025-03-27T02:48:14,27,GB,164,10,14,2162,,False,"TO BOLESNE
W ZWIĄZKU!;TO BOLESNE
W ZWIĄZKU!",sewchoinkowski,SEW CHOINKOWSKI | LIFE COACH,213300,1833,3000000,1041,19300,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7371883309804031264,2024-05-23T01:52:21,26,GB,40800,7671,1164,1300000,UZALEŻNIONY od STRESU? #stres #emocje #telefon #jedzenie #motywacja #wsparcie ,False," 5  SYGNAŁÓW
     ŻE  JESTEŚ    
UZALEŻNIONY
   OD  STRESU   ;1. Ciągle spoglądasz
na telefon.;2. Za dużo myślisz i martwisz się.;3. Wszystko Cię denerwuje.;4. Jesteś ciągle
zmęczony.;5. Niezdrowo się odżywiasz.;Z odpowiednim wsparciem
będzie lepiej❤️
pozwol mi być dla Ciebie wsparciem🤝",sewchoinkowski,SEW CHOINKOWSKI | LIFE COACH,213300,1833,3000000,1041,19300,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7236070512823258394,2023-05-23T02:09:28,51,GB,48400,5761,699,1100000,"5 rzeczy, których nie powinieneś robić w swoim życiu. #cierpieniepsychiczne #bolpsychiczny #strefakomfortu #swiadomoscsiebie #doceniajsiebie #prawdaozyciu ",False,"obserwuj po więcej;5 Rzeczy, Których Nie Powinieneś Robić w Swoim Życiu.",sewchoinkowski,SEW CHOINKOWSKI | LIFE COACH,213300,1833,3000000,1041,19300,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7247197747659443483,2023-06-22T01:48:43,42,GB,23000,3512,540,955100,Jesteś już w piekle? #motywacjadodziałania #prawdaozyciu #problemyzyciowe #carljung #psychologia #edukacja ,False,"obserwuj po więcej;JESTEŚ JUŻ
W PIEKLE? ",sewchoinkowski,SEW CHOINKOWSKI | LIFE COACH,213300,1833,3000000,1041,19300,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7483223602192583958,2025-03-19T02:49:32,97,CH,464,6,30,4360,"SIGNEZ LA PÉTITION de @amnesty.ch ☝️ Comme le démontre la situation mondiale, les droits durement gagnés par nos prédécesseurs peuvent se perdre s’ils ne sont pas défendus des griffres anti-démocratiques. Certains-es l’ont peut-être même vécu personnellement. Pour garantir notre démocratie, usons des moyens pacifiques en notre pouvoir pour protéger le droit aux manifestations pacifiques. Le peuple a une voix collective que nul pouvoir abusif ne doit étouffer 💪 Non à la violence et oui aux valeurs démocratiques. Refusons un glissement dans l’obscurité et nourrissons notre paix. Ça te prends 2 minutes et ça s’ajoute à l’effort commun. Let’s go ! #ProtectTheProtest #suisse ",True,"Comment protéger la 
démocratie Suisse ? 🇨🇭",nidonite,Nidonite 🇨🇭,148900,413,4500000,337,15000,False,Switzerland,Europe,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7171873996865015046,2022-12-01T02:14:03,26,CH,53700,2568,516,614500,Je mesure mon évolution à son dégoût 😂😂😂 si vous me voyez rire a la salle c’est sûrement à cause de ça ahahaha mama je t’aime ❤️ . . . . #foryou #fyp #pourtoi #suisse #foryoupage #humour #gym #wegojim #jim #gymtok #gymlife #gymmotivation #gymrat ,False,,nidonite,Nidonite 🇨🇭,148900,413,4500000,337,15000,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6951722571553328389,2021-04-16T19:54:07,27,CH,285200,5767,6987,2100000,Répondre à @user032976597 un petit CHEH collectif à tous les rageux 😘 #foryou #fyp #fy #pourtoi #biker #bikergirl #moto #motoribike #switzerland,False,"Oui j’ai porté mon
casque après ;)",nidonite,Nidonite 🇨🇭,148900,413,4500000,337,15000,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7471663849989639426,2025-02-15T23:11:49,81,CH,1009,43,40,16900,Healer dans une armée de défense 🇨🇭🤓😂 les gens qui gament pas auront 3000 ping au cerveau face à cette vidéo purée 😂😭 j’essaie encore de monter ma team Bo6 entre femmes 🥲 j’ai déjà une full team de mec. Évidement trop facile. Mais je veux troll les joueurs dans les lobbys 🎀👉👈 #armee #suisse ,False,😂😂😂😂😂😂,nidonite,Nidonite 🇨🇭,148900,413,4500000,337,15000,False,Switzerland,Europe,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7481348409018928406,2025-03-14T01:32:50,23,FR,38400,603,1619,341000,Follow @IBSISHAGØ #ibsisha_go #ethiopian_tik_tok #oromotiktok #ibsisha #foruyou #manzuma #,False,,ibsisha,IBSISHAGO🦋🤍,958700,981,7700000,163,133500,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7481853119278730518,2025-03-15T10:11:44,39,FR,75900,3150,4716,654200,Hardha galgalaa ❤️❤️Insha allah 👏🏽👏🏽@IBSISHAGØ #ibsisha_go #ethiopian_tik_tok #oromotiktok #ibsisha #foruyou #ethiopia #oromo ,False,,ibsisha,IBSISHAGO🦋🤍,958700,981,7700000,163,133500,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7479492122169724182,2025-03-09T01:29:29,43,FR,61000,2015,2870,563700,#ibsisha_go #oromotiktok #ethiopian_tik_tok #ibsisha #foruyou #manzuma ,False,,ibsisha,IBSISHAGO🦋🤍,958700,981,7700000,163,133500,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7480991258287050006,2025-03-13T02:26:54,59,FR,32600,414,1451,335400,Qalbi fil madina 😍😍😍@IBSISHAGØ #ibsisha_go #ethiopian_tik_tok #oromotiktok #ibsisha #foruyou #manzuma #mahir #harrisj ,False,,ibsisha,IBSISHAGO🦋🤍,958700,981,7700000,163,133500,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482435344399404310,2025-03-16T23:50:41,59,FR,38100,798,2472,251900,@IBSISHAGØ #ibsisha_go #ethiopian_tik_tok #oromotiktok #ibsisha #foruyou #ethiopia #oromo ,False,,ibsisha,IBSISHAGO🦋🤍,958700,981,7700000,163,133500,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486498011439271190,2025-03-27T22:35:56,5,ES,82,1,11,3905,JUST NO! #livestream #zoomlento #cofre #yurixstar #npc #ohio #live #directo #gift ,False,*Me trying not to cry after someone sends me sunglasses on my live*;THEY SEND ANOTHER SUNGLASSES 😭,yurixstar,Yurixstar🌸🍡,383000,298,6000000,262,13800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485754585047403798,2025-03-25T22:31:03,12,ES,79,1,13,3633,#live #livestream #directo #gift #rosa #yurixstar #ohio #npc #cofre ,False,*Me trying not to cry after someone sends me sunglasses on my live*,yurixstar,Yurixstar🌸🍡,383000,298,6000000,262,13800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7307641209890131233,2023-12-01T23:00:12,6,ES,107200,327,1173,5600000,JUST STOP 😭 #directo #live #livestream #gift #rosa #yurixstar #ohio #npc #princesspeach ,False,"""Why dont you want people to send you sunglasses in your livestreams?"";COME TO MY LIVE AND SEE WHY",yurixstar,Yurixstar🌸🍡,383000,298,6000000,262,13800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7352168456483114273,2024-03-30T22:48:43,6,ES,69800,8143,1082,3200000,LEAVE ME ALONE! 😭 #live #ohio #npc #livestream #directo #cosplayer #yurixstar #rosa #cofre ,False,*Me peacefully using filters on my lives*;*Someone sends me sunglasses and the filters turns off*,yurixstar,Yurixstar🌸🍡,383000,298,6000000,262,13800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7451277167746420001,2024-12-23T00:41:08,12,ES,1703,470,141,74700,NO WAY! #LIVEhighlights #TikTokLIVE #LIVE #directo #yurixstar #gift #npc #cofre #rosa ,False,Sunglasses made me so mad in my live that I broke my computer,yurixstar,Yurixstar🌸🍡,383000,298,6000000,262,13800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486539847461653782,2025-03-28T01:18:15,11,DE,1138,61,17,7704,HABT IHR SIE GESEHEN?! | #minecraft #fyyy #fyp,False,,tobbss_shorts_official,Tobbss Shorts,532900,6,12800000,1048,234,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484687270046453014,2025-03-23T01:29:19,20,DE,630,6,14,3411,-1 NACHBAR! |#minecraft #fyyy #fyp,False,,tobbss_shorts_official,Tobbss Shorts,532900,6,12800000,1048,234,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485411254106869014,2025-03-25T00:18:44,20,DE,519,4,12,3045,WELCHE ZAHL NEHMT IHR?! | #minecraft #fyyy #fyp,False,,tobbss_shorts_official,Tobbss Shorts,532900,6,12800000,1048,234,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486165838421232918,2025-03-27T01:06:55,25,DE,645,6,19,3909,HATTET IHR AUCH SO EINEN?! | #minecraft #fyyy #fyp,False,,tobbss_shorts_official,Tobbss Shorts,532900,6,12800000,1048,234,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485798376970161430,2025-03-26T01:20:57,16,DE,1395,93,10,10100,WÜRDET IHR ES AUCH TUN?! | #minecraft #fyyy #fyp,False,,tobbss_shorts_official,Tobbss Shorts,532900,6,12800000,1048,234,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7474236675074362646,2025-02-22T21:35:41,27,ES,1077,11,50,10800,"""Anii trec, dar amintirile rămân! M-am plimbat cu mama prin parc și am povestit despre copilăria mea, despre cum timpul a zburat şi acum sunt mare. Momentele alături de părinți sunt cele mai prețioase... Prețuiți-i cât îi aveți lângă voi! #familia #putereafamiliei #lectiideviata #timpultrece #famyli #Mama #copii ",False,Momentele alături de părinți sunt cele mai prețioase... Prețuiți-i cât îi aveți lângă voi! ,dj_gycu,Gicu cira.,238400,1747,5300000,1519,123800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7479294308906994967,2025-03-08T12:42:12,24,ES,13000,207,496,232100,"#LIVEHighlights #LIVEIncentiveProgram #PaidPartnership Astăzi, eu și sora mea îi pregătim o surpriză mamei noastre chiar la locul de muncă! Vrem să-i arătăm cât de mult o iubim și cât de recunoscători suntem pentru tot ce face pentru noi. 8 Martie este despre mame, despre iubire și despre sacrificiul lor. Mami, te iubim! #mamafeliz #family #Respect #familia #8martie #8demarzo  #copii #frati ",False,"Astăzi, eu și sora mea îi pregătim o surpriză mamei noastre!
La multi ani tuturor femeilor 🥰",dj_gycu,Gicu cira.,238400,1747,5300000,1519,123800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7466502185250065686,2025-02-02T01:21:55,20,ES,20000,1313,373,397000,"Uneori, suferința ne doboară, dar sprijinul familiei ne ridică. Nu te distruge pentru cineva care nu te merită.""#familiapeprimulloc #trecutulnutedefinește #nurenutanicodata #putereafamiliei #lectiideviata #familia #frati ",False,,dj_gycu,Gicu cira.,238400,1747,5300000,1519,123800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7229700139697327387,2023-05-05T22:09:03,25,RO,227500,3947,3484,4700000,Cum Dumnezeu ne iartă pe noii în fiecare zi așa trebuie să iertăm și noi. Eu și sora mea l-am iertat că na fost lângă noi când avem nevoie de el! #tata #dor #familie Respectați-vă părinții ,False,"Aveam 7 ani
când s-au despărțit ;Tată!;Sunt eu copilul
tău ;Copilașul
meu🥺;Salut
Tată!;Ce mare te-ai
făcut!;Cum ești?;Sunt bine!☺️;Sângele în apă
nu se face ",dj_gycu,Gicu cira.,238400,1747,5300000,1519,123800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7252351555603582234,2023-07-05T23:08:15,15,RO,273200,8771,2953,10000000,Respectați-vă părinții! Fincă ei v-au dat viață.#Mama #familie #copii #iubire ,False,"Hai că se simte rău
Maica-ta ;Mamă
Ești bine?;Nu!;Te simți 
rău?;Nu mai pot
dragul mamei ;Ajutați-vā
părinții ;Și ei la randul lor
au avut grijă de voii",dj_gycu,Gicu cira.,238400,1747,5300000,1519,123800,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484263853358927126,2025-03-21T22:06:17,62,IT,2316,70,8,7200000,"⚽ Qual è la cena perfetta da scassarsi durante una partita?  Ieri sera abbiamo fatto qualche ricerca, ma alla fine ci siamo affidati alla nostra chef di riferimento, da cui possiamo dire di aver imparato anche tutto ciò che sappiamo della vita: zia Concetta ❤️ La partita è andata come è andata, ma con 90 minuti di pressing di Sandrino Tonali + Puccia @Mulino Bianco abbiamo goduto lo stesso. 🫵🏻Pensi di poter fare di meglio? Puoi candidarti al cooking show condotto da Benedetta Parodi ‘Specialità della casa’ in cui saremo proprio noi di CALCIATORIBRUTTI a giudicare la tua puccia. Se vuoi farci sognare candidati su mulinobianco.it/specialità, c’è tempo fino al 28 marzo!  #ad ",True,,calciatoribrutti,calciatoribrutti,473400,5,24800000,684,65,True,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486081025383091478,2025-03-26T19:37:48,55,IT,3145,28,28,36300,"E se i giocatori di Serie A fossero supereroi? Insieme a @ciaosonofiv ci siamo divertiti ad associare i più forti giocatori della Serie A ai supereroi più famosi, con collegamenti più o meno fantasiosi… Secondo te, chi sono i supereroi del nostro campionato?",False,,calciatoribrutti,calciatoribrutti,473400,5,24800000,684,65,True,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7273565036612750625,2023-09-01T03:07:14,57,IT,1100000,99500,4769,11300000,I gironi di Champions in breve. #ChampionsLeague #Ucl #Sorteggi #Calcio #Meme #Viral #NeiPerTe ,False,  I GIRONI DI CHAMPIONS ,calciatoribrutti,calciatoribrutti,473400,5,24800000,684,65,True,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7244875482607504667,2023-06-15T19:37:17,35,IT,90100,5044,698,944100,𝑪𝒆 𝒔𝒕𝒂 '𝒐 𝒎𝒂𝒓𝒆 𝒇𝒐𝒓𝒆 🎶💙 Insieme a @Sorare abbiamo fatto dire ai calciatori azzurri questi detti napoletani. Chi se l'è cavata meglio? 👀 #Napoli #Sorare,False,"I calciatori del Napoli
       sanno parlare
      napoletano? 🤔",calciatoribrutti,calciatoribrutti,473400,5,24800000,684,65,True,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7244239284662799643,2023-06-14T02:28:22,45,IT,560900,105500,2115,6200000,Jack 💙 #Grealish #ManchesterCity #ChampionsLeague #Viral #Party #TikTok #JackGrealish ,False,,calciatoribrutti,calciatoribrutti,473400,5,24800000,684,65,True,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482124779273604374,2025-03-16T03:45:31,69,FR,62200,501,331,516300,"Aujourd'hui, on s'habille comme Shai ",False,,jokebrant,Joke,418600,69,15900000,1058,1852,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482864987086556438,2025-03-18T03:37:55,69,FR,7160,62,48,58200,"Aujourd'hui, on s'habille comme le basketteur. Jordan Clarkson ",False,,jokebrant,Joke,418600,69,15900000,1058,1852,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7483624493039062294,2025-03-20T04:45:13,126,FR,5337,21,51,38300,Outfit Benjamin Pavard ,False,,jokebrant,Joke,418600,69,15900000,1058,1852,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7483229575640583446,2025-03-19T03:12:43,42,FR,2940,33,10,21800,Cleaning my sneakers room,False,,jokebrant,Joke,418600,69,15900000,1058,1852,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482505620889881878,2025-03-17T04:23:25,88,FR,14900,100,112,121800,Aujourd'hui on s'habille comme Gunna 🥶,False,,jokebrant,Joke,418600,69,15900000,1058,1852,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484295724570529046,2025-03-22T00:09:54,25,FR,923,4,24,9087,Wool Skin Makeup 🧶✂️ Inspirations @natashajanewood @Anna👩🏼‍🎨  #woolmakeup #artisticmakeup #yarnmakeup #creativemakeup,False,,ilonacavallini,ILONA,403100,505,8200000,882,14600,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485821990935350550,2025-03-26T02:52:38,9,FR,421,2,6,2555,To the salooon ✂️ @Maison L Vedène #haircut #hairtransformation #coiffeur ,False,,ilonacavallini,ILONA,403100,505,8200000,882,14600,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7332157888783207712,2024-02-06T00:37:27,44,FR,11300,10,42,92600,1 ans pour cette vidéo ✨ #makeup ,False,,ilonacavallini,ILONA,403100,505,8200000,882,14600,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7345159145466645793,2024-03-12T01:28:59,62,FR,204900,4142,566,1300000,La première école Makeup School complètement gratuite 💰💸 Leçon numéro 6: CACHER UN SUÇON 🙊 🖍️Fix stick @NYX COSMETICS FRANCE  Dis moi en commentaire quel sera le prochain cours ❤️ - #makeupschool #ecoledumakeup #makeuptips #maquilleusepro #makeupartist #beaute #makeuptips,False,La directrice a un suçon ? 😳;Bienvenue à l’école du makeup🎓🏫,ilonacavallini,ILONA,403100,505,8200000,882,14600,False,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7336641245357395233,2024-02-18T02:35:10,95,FR,130500,320,401,985700,Bienvenue à la première école de maquillage complètement gratuite ! Cours numéro 2: LA BOUCHE ROUGE 💋 J’espère que vous avez retenu la leçon ! 📝 Dites moi en commentaire quel sera le prochain cours 👩🏼‍🏫 #makeup #makeupschool #maquilleuse #makeupartist #beaute,False,Bienvenue à l’école du Makeup 👩🏼‍🏫💄,ilonacavallini,ILONA,403100,505,8200000,882,14600,False,,,
